Lp,Numer rejestracyjny,Wnioskodawca,Tytuł projektu,Kwota,Data przyznania,Konkurs,Moduł
170,SONP/SP/513737/2021,Uniwersytet Medyczny w Białymstoku,Teraz już wiem - cykl filmów edukacyjnych,60000,2021-12-31,SON I konkurs II,Popularyzacja
171,SONP/SP/515109/2021,Uniwersytet Medyczny w Białymstoku,Biologia i Chemia po akademicku,40000,2021-12-31,SON I konkurs II,Popularyzacja
172,SONP/SP/513775/2021,Uniwersytet Medyczny w Lublinie,"Świadoma aktywność sportowa, czyli jak wytrenować zdrowie",120470,2021-12-31,SON I konkurs II,Popularyzacja
173,SONP/SP/514519/2021,Uniwersytet Medyczny w Łodzi,"Biegaj z UMEDem, organizacja VI i VII biegu",79800,2021-12-31,SON I konkurs II,Popularyzacja
174,SONP/SP/513704/2021,Uniwersytet Medyczny w Łodzi,MedicUM 2.0 - Nowa odsłona repozytorium obiektów medycznych w Uniwersytecie Medycznym w Łodzi,471996,2021-12-31,SON I konkurs II,Popularyzacja
175,SONP/SP/514227/2021,Uniwersytet Morski w Gdyni,Zwiadowcy na UMG. Odkryj tajemnice nauki,34920,2021-12-31,SON I konkurs II,Popularyzacja
176,SONP/SP/513682/2021,Uniwersytet Opolski,19 Opolski Festiwal Nauki,82000,2021-12-31,SON I konkurs II,Popularyzacja
177,SONP/SP/513211/2021,Uniwersytet Papieski Jana Pawła II w Krakowie,Na tropach archiwalnych tajemnic,51750,2021-12-31,SON I konkurs II,Popularyzacja
178,SONP/SP/515123/2021,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,Praca zdalna z młodzieżą w dobie kryzysu emocjonalnego,34385,2021-12-31,SON I konkurs II,Popularyzacja
179,SONP/SP/514718/2021,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,Edukacja w dobie Covid-19. Popularyzacja osiągnięć naukowych w zakresie  kryzysowej nauki zdalnej,80000,2021-12-31,SON I konkurs II,Popularyzacja
180,SONP/SP/514142/2021,Uniwersytet Przyrodniczy w Lublinie,Wiosenna Akademia Zarządzania w Turystyce,22100,2021-12-31,SON I konkurs II,Popularyzacja
181,SONP/SP/512421/2021,Uniwersytet Przyrodniczy w Lublinie,"""Ogrody nauki""-XIX Lubelski Festiwal Nauki",180000,2021-12-31,SON I konkurs II,Popularyzacja
182,SONP/SP/512075/2021,Uniwersytet Rzeszowski,Młodzi odkrywcy Uniwersytetu Rzeszowskiego,179757.6,2021-12-31,SON I konkurs II,Popularyzacja
183,SONP/SP/514443/2021,Uniwersytet Rzeszowski,Akademicki Sport Integracyjny,285179,2021-12-31,SON I konkurs II,Popularyzacja
184,SONP/SP/514292/2021,Uniwersytet Szczeciński,Bieg akademicki - aktywna forma promocji sportu akademickiego i popularyzacji nauki,72287.36,2021-12-31,SON I konkurs II,Popularyzacja
185,SONP/SP/514084/2021,Uniwersytet Śląski w Katowicach,Popularyzacja i Nauka: PIN UŚ - Kod do przyszłości,200000,2021-12-31,SON I konkurs II,Popularyzacja
186,SONP/SP/514068/2021,Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu,Sportowa integracja młodzieży z Radomia i powiatu radomskiego ze studentami I roku UTHRad.,120496,2021-12-31,SON I konkurs II,Popularyzacja
187,SONP/SP/514993/2021,Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu,Nauka przez zabawę,142177,2021-12-31,SON I konkurs II,Popularyzacja
188,SONP/SP/515025/2021,Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy,Zawody mikro dronów Tiny-Whoop,57537.7,2021-12-31,SON I konkurs II,Popularyzacja
189,SONP/SP/514585/2021,Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy,Opowieści naukowej treści,60000,2021-12-31,SON I konkurs II,Popularyzacja
190,SONP/SP/515273/2021,Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy,Otwarty Akademicki Festiwal Koszykówki Ulicznej w Bydgoszczy,80000,2021-12-31,SON I konkurs II,Popularyzacja
191,SONP/SP/513911/2021,Uniwersytet w Białymstoku,"Nie udźwigniesz, taki to ciężar! Popularyzacja kalkulatora masy gniazd bociana białego",60500,2021-12-31,SON I konkurs II,Popularyzacja
192,SONP/SP/512455/2021,Uniwersytet w Białymstoku,Misja 3.0 - Uniwersytet Otwarty,201562,2021-12-31,SON I konkurs II,Popularyzacja
193,SONP/SP/513709/2021,Uniwersytet w Białymstoku,Społeczne znaczenie filozofii i kognitywistyki,37850,2021-12-31,SON I konkurs II,Popularyzacja
194,SONP/SP/513853/2021,Uniwersytet w Białymstoku,Historia chłopów w Polsce – stereotypy a rzeczywistość historyczna,87250,2021-12-31,SON I konkurs II,Popularyzacja
195,SONP/SP/513119/2021,Uniwersytet Warmińsko-Mazurski w Olsztynie,19. Olsztyńskie Dni Nauki i Sztuki,188045,2021-12-31,SON I konkurs II,Popularyzacja
196,SONP/SP/513836/2021,Uniwersytet Warszawski,Wykorzystanie efektów badań etnomuzykologicznych w dydaktyce i projektach artystycznych,51700,2021-12-31,SON I konkurs II,Popularyzacja
197,SONP/SP/512368/2021,Uniwersytet Warszawski,Udział ICM i promocja polskiej nauki na Wystawie Światowej Expo 2020 w Dubai,100000,2021-12-31,SON I konkurs II,Popularyzacja
198,SONP/SP/513689/2021,Uniwersytet Warszawski,25. Festiwal Nauki w Warszawie,96855,2021-12-31,SON I konkurs II,Popularyzacja
199,SONP/SP/511890/2021,Uniwersytet Wrocławski,XXIV Dolnośląski Festiwal Nauki 2021,175200,2021-12-31,SON I konkurs II,Popularyzacja
200,SONP/SP/513163/2021,Uniwersytet Wrocławski,Sprawy przyZiemne - kanał multimedialny popularyzujący wiedzę i nowe odkrycia z zakresu nauk o Ziemi,100000,2021-12-31,SON I konkurs II,Popularyzacja
201,SONP/SP/514274/2021,Uniwersytet Wrocławski,Podcast i wideovlog #2historykow1mikrofon,23764,2021-12-31,SON I konkurs II,Popularyzacja
202,SONP/SP/514926/2021,Uniwersytet Wrocławski,Uniwersytet pod chmurką,225000,2021-12-31,SON I konkurs II,Popularyzacja
203,SONP/SN/513671/2021,Wyższa Szkoła Administracji i Biznesu im. Eugeniusza Kwiatkowskiego w Gdyni,Bądź bezpieczny. Sekuritologia-kompleksowe bezpieczeństwo.,58403,2021-12-31,SON I konkurs II,Popularyzacja
204,SONP/SN/515603/2021,Wyższa Szkoła Administracji w Bielsku-Białej,Festiwal Nauki z WSA - Nauka jest dla wszystkich,61400,2021-12-31,SON I konkurs II,Popularyzacja
205,SONP/SN/515490/2021,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,Znowu Razem. Aktywny senior w świecie  po pandemii,124048,2021-12-31,SON I konkurs II,Popularyzacja
206,SONP/SN/514933/2021,Wyższa Szkoła Gospodarki w Bydgoszczy,Akademickie Centrum Sportowo-Rekreacyjnych Gier aktywizacji osób z szczególnymi potrzebami,127351.2,2021-12-31,SON I konkurs II,Popularyzacja
207,SONP/SN/513092/2021,Wyższa Szkoła Humanistyczna TWP w Szczecinie,Wiedza na warsztat,800000,2021-12-31,SON I konkurs II,Popularyzacja
208,SONP/SN/515028/2021,Wyższa Szkoła Humanitas,Poradnia Prawa Akademickiego,50400,2021-12-31,SON I konkurs II,Popularyzacja
209,SONP/SN/514373/2021,Wyższa Szkoła Kadr Menedżerskich,"Popularyzacja nauki jako wsparcie w transformacji regionu konińskiego,",250000,2021-12-31,SON I konkurs II,Popularyzacja
210,SONP/SN/515630/2021,Wyższa Szkoła Prawa,Wrocławska Akademia Prawa i Bezpieczeństwa dla Młodzieży,79640,2021-12-31,SON I konkurs II,Popularyzacja
211,SONP/SN/515469/2021,Wyższa Szkoła Prawa,Nocny kurs prawa,65760,2021-12-31,SON I konkurs II,Popularyzacja
212,SONP/SN/513691/2021,Związek Kompozytorów Polskich,"Zygmunt Mycielski - kompozytor, pisarz, myśliciel, świadek epoki",100000,2021-12-31,SON I konkurs II,Popularyzacja
213,SONP/SN/513066/2021,„Varia” Fundacja Wydziału Historycznego Uniwersytetu Warszawskiego,Bo przeszłość ma przyszłość - upowszechnienie zbiorów i kolekcji Wydziału Archeologii UW,535000,2021-12-31,SON I konkurs II,Popularyzacja
214,SONP/SN/513069/2021,„Varia” Fundacja Wydziału Historycznego Uniwersytetu Warszawskiego,Janusz Fiszer. Kolekcjoner,800000,2021-12-31,SON I konkurs II,Popularyzacja
